col_mux,col_mux_channels,col_eta_c,col_t2,col_eps_G,col_gatetime,col_mx_error,col_inFidelity,col_initialProb,col_l0,col_Distance,col_successProb,col_outFidelity,col_muxDelivery,col_time,col_timeavg,col_SKR_avg,col_SKR,col_SKR_pipeline,N,p_th,F_th,col_MRT,col_cost,col_yi,col_swapgates,col_distill_vec
490.3354963569179,1024,1.0,1,0.001,1.0e-8,0.00025,0.99875,0.4876549560141663,0.5,1,1.0,0.9962568070920487,490.3354963569178571783296068611581123447500434488753263305682049221117347812336,3.75e-6,5.0000000000000004090152695701565477293115691281855106353759765625e-06,9.327085900968143922223114173205628720036675663366372582755078282263314246133499e+07,1.243611453462419207186478406870308199416781560868450196011281150276772677898407e+08,466.3542950484072342603612495451998804971804941046495862535387066927228261192795,2,1,0.95,1.527603075859168e-5,1.606156564635069878409540611140625313022905532810916561472273923479979672552214e-05,989.6941713154242,989.6941713154242,[0]
478.01427991458706,1024,1.0,1,0.001,1.0e-8,0.00025,0.99875,0.475614712250357,1.0,2,1.0,0.9962568070920487,478.0142799145870453504008493491087357203210009546225354585811054695025657605391,7.5e-6,1.0000000000000000818030539140313095458623138256371021270751953125e-05,4.546356814648630728705126432694750147146262930898656985195178019416526151389366e+07,6.061809086198174390517978458811209713532182569509232372695350932190194725990295e+07,454.6356814648631100610998053820338980883512213353541916473210537930071950540878,2,1,0.95,3.0565789714361006e-5,3.213756543097064863681962691988794631267496896617682758443676907076974302682813e-05,965.0437452589526,965.0437452589526,[0]
466.0023381159363,1024,1.0,1,0.001,1.0e-8,0.00025,0.99875,0.46387174316427643,1.5,3,1.0,0.9962568070920487,466.002338115936336610135446984968720870871969710981581351573406043285941853558,1.125e-5,1.5000000000000000380012861456169304119612206704914569854736328125e-05,2.954741444006152896774010389757210913212601219283258006811058703762160613949118e+07,3.939655258674870136141502340763553314363922225153913370121472325990907847881317e+07,443.2112166009229457444990684626997597038325994363756898681422358166059893846978,2,1,0.95,4.58693190498343e-5,4.822804370552595288762470603892510812628769617308129323365175530726888422830389e-05,941.0070031161283,941.0070031161283,[0]
454.2918086107164,1024,1.0,1,0.001,1.0e-8,0.00025,0.99875,0.45241870901797976,2.0,4,1.0,0.9962568070920487,454.2918086107163484007397938765229630113764715570612594841280918932542193647663,1.5e-5,2.000000000000000163606107828062619091724627651274204254150390625e-05,2.16036711318062347321673438550746957109162924590152074297871582524920794339179e+07,2.880489484240831338287727399870923116361610797925979499112258963577914983034134e+07,432.0734226361247299882723638244383367967300888993631565685588080683032785600517,2,1,0.95,6.118667551385161e-5,6.433306013703576167776991341349666708151426898074291464199830210464623806074045e-05,917.5685666451277,917.5685666451277,[0]
442.87504029996876,1024,1.0,1,0.001,1.0e-8,0.00025,0.99875,0.4412484512922977,2.5,5,1.0,0.9962568070920487,442.8750402999687718703064887128705757809440776813586124371777098344909661327363,1.875e-5,2.500000000000000119804340059648239957823534496128559112548828125e-05,1.684860090677895329339208533568419438312866969790561448931404744138833016447237e+07,2.24648012090386065250720400705396091135183748999093467091370257548987865447998e+07,421.2150226694738525201572590425390100464101716986931077738032236368326266529039,2,1,0.95,7.651792938318556e-5,8.045268861609474717362154899499740106720735990619223888595684693182750927387371e-05,894.7134544232816,894.7134544232816,[0]
431.7445863205343,1024,1.0,1,0.001,1.0e-8,0.00025,0.99875,0.4303539882125289,3.0,6,1.0,0.9962568070920487,431.7445863205343469906422594892725833922090065184316392703562461307568258520336,2.25e-5,3.000000000000000076002572291233860823922441340982913970947265625e-05,1.368763113490211742109194964837096352222107842096604624544953781307577507465076e+07,1.825017484653615474141837631562472582615141265208885679172112759260926395654678e+07,410.6289340470635330357102377125444376692929659484211895714017570568898918281775,2,1,0.95,9.186316357009597e-5,9.658701631853574432415449166928941947529975551214674602816995459677014738281155e-05,872.427070250164,872.427070250164,[0]
420.8931974392431,1024,1.0,1,0.001,1.0e-8,0.00025,0.99875,0.4197285103846037,3.5,7,1.0,0.9962568070920487,420.8931974392431140623385224706519030049143267717305397631932373605139349806791,2.625e-5,3.4999999999999996933876256210993460626923479139804840087890625e-05,1.143737891655257038103421293990856821242308458407923355602235054663963042439951e+07,1.524983855540342524406516048920154031485008972509470615008808636048343032598495e+07,400.3082620793399282677783901431813760195198682303829959983759723129992380563635,2,1,0.95,0.00010722247285326366,0.00011273614289681613271124243875775591512900425663847412905084350914391977913036,850.6951920730774,850.6951920730774,[0]
410.3138158106105,1024,1.0,1,0.001,1.0e-8,0.00025,0.99875,0.4093653765389909,4.0,8,1.0,0.9962568070920487,410.3138158106105053219414946558751946073902378115751143776755231592479987280088,3.0e-5,4.00000000000000032721221565612523818344925530254840850830078125e-05,9.756157352602378911300116167452364062722125147636006756391550282635140984284029e+06,1.300820980346983873204402912537448603419993042309629749375687879364704713225365e+07,390.2462941040951883753432830463094081813362499230119146472611779685735200473573,2,1,0.95,0.00012259596321351375,0.0001289001797815821736196954323857601630671634463434611237971414146660838268661057,829.5039613865611,829.5039613865611,[0]
399.9995690578898,1024,1.0,1,0.001,1.0e-8,0.00025,0.99875,0.39925810937968853,4.5,9,1.0,0.9962568070920487,399.9995690578898004538825995150538633265985907283970259528575396243765073913492,3.375e-5,4.50000000000000028341044788771085904954816214740276336669921875e-05,8.454144307933389590384583066207704325610688075548567273693034266571528000111765e+06,1.127219241057785305751461177129818063165452490716894606848086368700023740530014e+07,380.436493857002555527234486166779656256867860915067100805939115382159343425883,2,1,0.95,0.00013798375125914273,0.0001450792495774448818592682587257534397830775342275592380939209586706151743567787,808.8398730626909,808.8398730626909,[0]
389.94376464533343,1024,1.0,1,0.001,1.0e-8,0.00025,0.99875,0.38940039153570244,5.0,10,1.0,0.9962568070920487,389.9437646453334588997307680990043204699503745270818894592433800072908221315983,3.75e-5,5.00000000000000023960868011929647991564706899225711822509765625e-05,7.417449922382346373181405145144094552689123552297198429325151190407381853417109e+06,9.889933229843129436998448058124281865016030890203069247945677489042282104492188e+06,370.8724961191173364319241147873260823503300003987307592590028093582077417522669,2,1,0.95,0.00015338596372808109,0.0001612734855395424983169172357431181463519904759467892412577588160328122122841696,788.68976557787,788.68976557787,[0]
