col_mux,col_mux_channels,col_eta_c,col_t2,col_eps_G,col_gatetime,col_mx_error,col_inFidelity,col_initialProb,col_l0,col_Distance,col_successProb,col_outFidelity,col_muxDelivery,col_time,col_timeavg,col_SKR_avg,col_SKR,col_SKR_pipeline,N,p_th,F_th,col_MRT,col_cost,col_yi,col_swapgates,col_distill_vec
490.3354963569179,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.4876549560141663,0.5,1,1.0,0.9996250681195904,490.3354963569178571783296068611581123447500434488753263305682049221117347812336,3.75e-6,5.0000000000000004090152695701565477293115691281855106353759765625e-06,9.742933696255203649825443081511096380089545627915796103747585159969117588491244e+07,1.29905782616736065794576380633751405960018632593233611771665891865268349647522e+08,487.1466848127602223413586758553933639603113886205570221520078089127991916029714,2,1,0.95,1.527603075859168e-5,1.537602606750079624825438637500161065234132212114499576492488609341849937444358e-05,989.6941713154242,989.6941713154242,[0]
478.01427991458706,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.475614712250357,1.0,2,1.0,0.9996250681195904,478.0142799145870453504008493491087357203210009546225354585811054695025657605391,7.5e-6,1.0000000000000000818030539140313095458623138256371021270751953125e-05,4.749055972567149607074064841282694323718565808513032217967575983863731100183424e+07,6.332074630089533644421398045305507616597388668988610760379742714576423168182373e+07,474.9055972567149995561346605945629402277994371106654156525217480577794049168006,2,1,0.95,3.0565789714361006e-5,3.07658701955304763368699884575718828899996587933977545767458761239908751783947e-05,965.0437452589526,965.0437452589526,[0]
466.0023381159363,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.46387174316427643,1.5,3,1.0,0.9996250681195904,466.002338115936336610135446984968720870871969710981581351573406043285941853558,1.125e-5,1.5000000000000000380012861456169304119612206704914569854736328125e-05,3.08647848687028278596346235284168237558834023023078439066267413387944997671145e+07,4.115304649160376906154275548153251726679987447868325212141371594043448567390442e+07,462.9717730305424296235345691110907654262161314055477119751291770199941311147995,2,1,0.95,4.58693190498343e-5,4.616957484273778954450237779932861158436332785220305418179448652718530025954673e-05,941.0070031161283,941.0070031161283,[0]
454.2918086107164,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.45241870901797976,2.0,4,1.0,0.9996250681195904,454.2918086107163484007397938765229630113764715570612594841280918932542193647663,1.5e-5,2.000000000000000163606107828062619091724627651274204254150390625e-05,2.256687004577097111960470369919419343754915700261115414823707477010334247271347e+07,3.008916006102796546056226207620403444080399218626964419343039480736479163169861e+07,451.3374009154194593128718144867030016675323679515210843239680915672806804650463,2,1,0.95,6.118667551385161e-5,6.158719712943479156980835623600658530768053714324856569431921669801613574387332e-05,917.5685666451277,917.5685666451277,[0]
442.87504029996876,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.4412484512922977,2.5,5,1.0,0.9996250681195904,442.8750402999687718703064887128705757809440776813586124371777098344909661327363,1.875e-5,2.500000000000000119804340059648239957823534496128559112548828125e-05,1.759979518279911076760465767103117102817391460925764796098468171907636660062881e+07,2.346639357706548332283466153601734093708027634184176690723688807338476181030273e+07,439.9948795699777902754349123780155194235225617710807483745627521898313716519624,2,1,0.95,7.651792938318556e-5,7.701880779241855676932051711881922118185802867350015262963400489980401265778579e-05,894.7134544232816,894.7134544232816,[0]
431.7445863205343,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.4303539882125289,3.0,6,1.0,0.9996250681195904,431.7445863205343469906422594892725833922090065184316392703562461307568258520336,2.25e-5,3.000000000000000076002572291233860823922441340982913970947265625e-05,1.429789368534788299041343377021910491954726044616035290874432346549593209619267e+07,1.906385824713050999701995155923313908805926688259935186664506545639596879482269e+07,428.9368105604365005791699974368591641895896861888848902548410091384312181617133,2,1,0.95,9.186316357009597e-5,9.246449028668392438025173545856265709065933109565355755187504905596011120840462e-05,872.427070250164,872.427070250164,[0]
420.8931974392431,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.4197285103846037,3.5,7,1.0,0.9996250681195904,420.8931974392431140623385224706519030049143267717305397631932373605139349806791,2.625e-5,3.4999999999999996933876256210993460626923479139804840087890625e-05,1.194731405136433357808052243650243947684447738026312832698575428022412107879487e+07,1.592975206848577575616157355752543113930694155047640414579745993250980973243713e+07,418.1559917977516386008749978853717400944190755149421187715497172376899470691569,2,1,0.95,0.00010722247285326366,0.0001079243400113231184600371321699457040259627215182666685723412428608737959666805,850.6951920730774,850.6951920730774,[0]
410.3138158106105,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.4093653765389909,4.0,8,1.0,0.9996250681195904,410.3138158106105053219414946558751946073902378115751143776755231592479987280088,3.0e-5,4.00000000000000032721221565612523818344925530254840850830078125e-05,1.019113528339770003234838212348729659371227921121839114349203859671625968467886e+07,1.358818037786360183495866435649453600843374165459132019151411441271193325519562e+07,407.6454113359080346405748462582440504420444394157902758511757834725131033337675,2,1,0.95,0.00012259596321351375,0.0001233984636409007087001127284570482593446355218642472721585109630228580475225749,829.5039613865611,829.5039613865611,[0]
399.9995690578898,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.39925810937968853,4.5,9,1.0,0.9996250681195904,399.9995690578898004538825995150538633265985907283970259528575396243765073913492,3.375e-5,4.50000000000000028341044788771085904954816214740276336669921875e-05,8.831072033143664017459797314576338451413371779796208262025398814092583571323821e+06,1.17747627108582196976332499429451193476712703546785410146924277796642854809761e+07,397.3982414914649058138716815747669830785897884278636059234013355734305150690489,2,1,0.95,0.00013798375125914273,0.0001388869785470189702394761193834564498448388051154140899271877517224021936048192,808.8398730626909,808.8398730626909,[0]
389.94376464533343,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.38940039153570244,5.0,10,1.0,0.9996250681195904,389.9437646453334588997307680990043204699503745270818894592433800072908221315983,3.75e-5,5.00000000000000023960868011929647991564706899225711822509765625e-05,7.748156665048316600547539299108821098599186963276313265531793326119657724378556e+06,1.033087555339775647967073430163097104341612952893569854495581239461898803710938e+07,387.4078332524158485926328836530119834750257929085505426147761909305700100958347,2,1,0.95,0.00015338596372808109,0.0001543900122972217113514155049993389761437524135047438424188174808010707142696832,788.68976557787,788.68976557787,[0]
302.2461896379997,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.3032653298563167,10.0,20,1.0,0.9996250681195904,302.2461896379996854661875942841170531463379058970306018747506563262137859415844,7.5e-5,0.000100000000000000004792173602385929598312941379845142364501953125,3.002805841579637061401197895841359003374253245708310541804444428380523883941434e+06,4.003741122106183140842734517118166068529150868060551005100933252833783626556396e+06,300.2805841579637205300866766923382589776822317631884600233616033904127107234672,2,1,0.95,0.00030823584391069406,0.0003102535236938652944824127496080201362485465827757902880151720088265600526913907,612.789887410868,612.789887410868,[0]
234.18512016710952,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.23618327637050734,15.0,30,1.0,0.9996250681195904,234.1851201671095183057064498654265012018972544587451293670108079027130186927867,0.0001125,0.00014999999999999998685946966947568625982967205345630645751953125,1.551080920029823989399093950727862685069419749342107104730631916676944010974056e+06,2.068107893373098432902011404050922291400404422027914375092905174824409186840057e+06,232.6621380044735780278382178597197270123500728869687156213919010383506247308105,2,1,0.95,0.00046473172024705283,0.0004677738057639226493453485200647560492634638215274696411154868480598176424735685,476.03679517049534,476.03679517049534,[0]
181.36148704091053,1024,1.0,1,0.0001,1.0e-8,2.5e-5,0.999875,0.18393972058572117,20.0,40,1.0,0.9996250681195904,181.3614870409105288417547072145463449038842814115034009960709900133257389786429,0.00015,0.00020000000000000000958434720477185919662588275969028472900390625,900910.1709045121643751336869319874709164876764704988585299795826295630887617983,1.201213561206016336868124780635956395637709546476978861306861290358938276767731e+06,180.1820341809024415096626156455966085425419907324778889031596795788914278091397,2,1,0.95,0.0006231343058097794,0.0006272132781806796458781946341643725619513244331628480536291201724517687774011113,369.71576092068904,369.71576092068904,[0]
